,title,article_type,date,author,author_ip,push_amount,boo_amount,arrow_amount,article_url,article,response,index_url,id
0,[公告] Soft_Job 板試閱,公告,2007-06-14 14:18:43,Junchoon,,3,0,2,https://www.ptt.cc/bbs/Soft_Job/M.1181801925.A.86E.html,"
   Soft_Job 板申請開板連署達到門檻
   即日起開板試閱三個月
   由 choufeng 擔任板主
   歡迎各位使用者多多給予支持
                                Junchoon
--
申請新板
申請原因:
資訊服務與軟體開發相關產業一直是國內力求發展的重點，但礙於
於種種因素(教育、經濟、政治...等)，個人、公司甚至到國際間
都缺乏相當的競爭力和資源。本板開設希望無論你是在職場上或是
學生，都能夠提出你的經驗和見解，一起深入的討論。幫助後面的
學弟妹、還沒進入職場的新鮮人，以提升我們的競爭力！
----------支持----------
  1.choufeng       雖然有科技版了,但本版以軟體為主!   來源:125.230.167.127
  2.nooin          希望能有MIS能討論系統規劃的地方..  來源:222.156.65.114
  3.JrGbb          需要一個軟體版~(￣▽￣)~(＿△＿)~  來源:140.113.93.70
  4.trappings      科技工作版太雜了 可把軟體工作獨立  來源:220.130.149.223
  5.gorden00       It's useful.                       來源:140.115.204.158
  6.PRAM           希望能有個專門討論軟體產業的地方   來源:220.132.163.180
  7.erichugh       我是資工人 當然希望有個專版        來源:220.134.130.211
  8.sandra002002   非常贊同此板宗旨！                 來源:140.112.115.2
  9.LunaFox        軟體資訊業有其被重視的必要性       來源:59.124.169.160
 10.chenlh         支持也需要這個看板所討論的資訊     來源:140.116.72.165
 11.fish39         將進入資訊業                       來源:140.120.108.99
 12.diceboy        有這個版的出現 資訊業者可互相討論  來源:220.132.250.197
 13.joyceT         資訊人一起來!                      來源:140.116.246.224
 14.SMARTSMART     很專業的版.....支持一下            來源:140.116.117.35
 15.VOT1077        資訊業人士幫忙贊成一下!!           來源:220.130.153.7
 16.imdbob2002     對於原因深表贊同!                  來源:59.115.177.30
 17.tonyhsie       以後也是軟體工作者 ^^              來源:140.112.28.90
 18.lcyeh          這是軟體人的福音，有其必要性       來源:220.136.178.246
 19.synd           軟體人民站起來～～                 來源:124.10.49.90
 20.dspswen        我從企劃跳資訊　就是因為這工作好找 來源:61.63.23.185
 21.mandj          本身也是軟體工作者:)               來源:202.86.129.136
 22.fyodor         資工人支持                         來源:140.118.202.121
 23.greengoblin    能有一個專門討論軟體的地方不錯     來源:218.165.120.240
 24.wt             需要有個討論軟體產業的地方         來源:218.167.16.57
 25.fungku01       支持連署理由                       來源:61.217.213.165
 26.Bluesdan       申請理由出發點很棒                 來源:140.130.101.3
 27.TAMSHUI        即將進入軟體業 一定要支持一下的:)  來源:61.228.62.105
 28.boyu888        SW工程師,所以支持                  來源:220.130.6.250
 29.Jason09        自己也是立志走軟體業的一員         來源:218.172.104.100
 30.horngsh        軟體是台灣翻身的契機, 個人始終相信 來源:59.126.181.10
 31.hellolucky     我需要這個版 因為是我未來的工作    來源:211.74.99.137
 32.Boming         資工人的支持~!  我需要這個版 :p    來源:122.124.7.228
 33.barbq          身為本科系,樂見有個專門的園地      來源:210.64.83.91
 34.realmojo       身為資訊人 怎能不幫忙              來源:218.170.25.19
 35.meowhui        支持軟體與硬體為主流的tech_job分開 來源:61.57.131.72
 36.Giaji          贊成 希望能有相關經驗的人分享專業  來源:61.217.29.167
 37.Harifucks      早就需要存軟體工作版               來源:219.81.151.68
 38.amazed312      支持! 台灣軟體業站起來!            來源:203.70.98.165
 39.joyusha        要出社會了, 希望跟前輩多分享經驗.  來源:163.18.53.151
 40.mike0226       同為資訊人 推                      來源:59.121.18.179
 41.vgod           想要有這個板很久啦~                來源:140.112.30.26
 42.justben        退伍以後可能要靠這個版找飯吃了     來源:59.117.179.184
 43.jackiey        同為資迅人 當然要支持啦!!!         來源:61.230.6.88
 44.majolicass     資管人推                           來源:203.70.78.85
 45.ppc            支持!                              來源:61.230.228.211
 46.whoelse        希望能有地方討論軟體相關工作～     來源:211.74.231.106
 47.ngulin0911     支持~~台灣軟體業加油               來源:68.83.107.156
 48.rainarale      gogogo                             來源:211.74.216.10
 49.disFabulous    加油 :)                            來源:218.165.100.220
 50.deepdish       韓國軟體業產值都超過汽車工業了     來源:140.115.219.17
 51.OGK            期待有專屬軟體資訊的討論板         來源:61.59.230.86
 52.dreamfire      我支持！                           來源:218.167.196.183
 53.daeam          蠻有存在的必要~ 支持囉~            來源:220.136.196.169
 54.cawayigainax   NEED                               來源:140.128.194.86
 55.dragonsky      感覺不錯                           來源:75.83.244.151
 56.Earrl          將要就業的我希望在本版得到相關資訊 來源:140.138.150.184
 57.Mysteltainn    希望有個專門討論軟體業的地方       來源:210.71.22.11
 58.galois         純支持                             來源:61.229.181.237
 59.aaronliu0719   身為軟體從業人員 一定要支持的啊！  來源:140.96.116.42
 60.NTUSTKnight    這個需要幫推一下                   來源:202.132.132.7
 61.PinPinky       軟體資訊業迫切需要，資工系學生可用 來源:220.134.159.178
 62.sanbis         資訊的入門檻變低了，工作比以前難找 來源:59.104.59.245
 63.THZ            剛開始找這類工作期望能有多點資訊:) 來源:60.198.129.148
 64.ilwu           雖然台灣以電子業為龍頭～但是軟體業 來源:122.124.98.178
 65.BENBENnet      就是推                             來源:221.169.15.145
 66.busgoer        路過幫推                           來源:61.226.90.99
 67.mocat          以後走這行 當然要支持!             來源:140.112.243.157
----------反對----------
  1.lightmyfire    有科技板                           來源:125.229.160.66
----------總計----------
支持人數:67       反對人數:1
--
                你我相逢在黑夜的海上                ▕
    你有你的，我有我的，方向            ▕ 
    你記得也好，最好你忘掉              ▕ 
    在這交會時互放的光亮！              ▕ 
▔▔▔▔▔▔▔▔▔▔▔▔▔▔▔▔▔▔▔▔  
── 節錄  徐志摩．偶然
--
推 samurai7:TEST 06/18 13:03
推 xsoho:TTTTEST 06/27 11:47
推 free112136:不在考慮一下嗎？ 08/01 20:34","
推 samurai7:TEST 
推 xsoho:TTTTEST 
推 free112136:不在考慮一下嗎？ 
→ dnabossking: 如果是code我應該不會喊難，就算真的不會寫，因為 
→ dnabossking: 喊難，也太沒面子了 ",https://www.ptt.cc/bbs/Soft_Job/index1.html,1
1,搶頭香,,2007-06-14 14:40:56,eggimage,207.74.195.202,2,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181803258.A.666.html,"
呵呵
--
推 choufeng:哇！動作真快！ 06/14 14:52","
推 choufeng:哇！動作真快！ 
推 bluelink: 想去，有投了但是沒有回應 ",https://www.ptt.cc/bbs/Soft_Job/index1.html,2
2,[閒聊] 搶前五樓,閒聊,2007-06-14 14:52:23,synd,124.10.49.90,1,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181803945.A.314.html,"
狂賀開板～
軟體人要站起來啦～
--
--
推 choufeng:沒錯!!台灣軟體人要站起來 06/14 14:52","
推 choufeng:沒錯!!台灣軟體人要站起來 ",https://www.ptt.cc/bbs/Soft_Job/index1.html,3
3,恭喜開板 ^^,,2007-06-14 14:53:44,everforwind,140.112.91.4,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181804025.A.7A7.html,"
呵呵真高興有這個版，我也是唸資工的，最近剛要畢業，未來
應該也是從事和軟體有關的工作吧，希望大家能夠多分享相關
的資訊囉，賀開板成功 :D
--",,https://www.ptt.cc/bbs/Soft_Job/index1.html,4
4,喔耶,,2007-06-14 14:55:34,timohu,219.87.152.130,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181804135.A.20F.html,"
上班就是要掛PTT
這樣隨時有問題才找的到答案
XDDD
--",,https://www.ptt.cc/bbs/Soft_Job/index1.html,5
5,[恭喜] 終於開板啦,恭喜,2007-06-14 14:59:15,nooin,211.75.230.126,2,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181804356.A.1FA.html,"
每天都在看lifenewboard板說
怎麼這麼久還沒開板、還以為連署不夠勒
希望以後這邊能有一些軟體方面的交流 q_q
現在科技跟軟體資訊大爆炸，設定什麼的真的一個人稿不定..
阿、扯遠了...
總而言之、恭喜啦！
--
推 choufeng:呵呵!不好意思~終於還是開板了 ^^ 06/14 15:07","
推 choufeng:呵呵!不好意思~終於還是開板了 ^^ 
推 QoiiwWe: 這篇不錯啊剛好拿來檢視 ",https://www.ptt.cc/bbs/Soft_Job/index1.html,6
6,恭賀開板,,2007-06-14 15:03:23,sandra002002,140.112.115.2,5,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181804604.A.3F8.html,"
終於開板了……
很期待可以在這裡多多瞭解資訊軟體這個產業啊～
雖然我是學金融的，但對資訊軟體產業還蠻有興趣的～
男友也是資訊人，以後再跟大家多多交流嘍～
--
推 everforwind:可魯... 06/14 15:04
推 muller26:還好有自備墨鏡 ●.● 06/14 15:16
推 lcyeh:還好我瞎很久了，閃不到我XDD 06/14 15:17
推 nooin:這個板怎麼回事...還不到十篇就備閃瞎了.. 06/14 15:23
推 dspswen:●_●這不是資訊人該有的............... 06/14 16:26","
推 everforwind:可魯... 
推 muller26:還好有自備墨鏡 ●.● 
推 lcyeh:還好我瞎很久了，閃不到我XDD 
推 nooin:這個板怎麼回事...還不到十篇就備閃瞎了.. 
推 dspswen:●_●這不是資訊人該有的............... ",https://www.ptt.cc/bbs/Soft_Job/index1.html,7
7,[閒聊] 恭賀開板,閒聊,2007-06-14 15:11:53,muller26,210.208.83.253,1,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181805118.A.819.html,"
終於開板成功了，可喜可賀～
身為一個目前就是在這行混飯吃的SA，實在很高興終於有一個
可以和同行們交流的地方，大家要不要自介一下呀？ :p
--
「如果不知道該選那邊時，那就選該做的事。兩邊都是後悔，
  那就選後悔較小的那邊吧！」
---十二國記 半獸 樂俊
--
推 aaronliu0719:推樂俊....... 06/14 17:35","
推 aaronliu0719:推樂俊....... ",https://www.ptt.cc/bbs/Soft_Job/index1.html,8
8,[閒聊] 賀開板,閒聊,2007-06-14 15:16:37,lcyeh,220.136.181.163,1,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181805399.A.035.html,"
這還是我在PTT第一次參與新版連署
恭賀開板！
以前（很久已前）我也是個程式設計師
用的語言是COBOL和IBM S370組合語言
不過這兩種語言都很古老了
現在流行的似乎是Java，不論是就業還是考試，
都是居家旅行必備良藥 XDD
--","
推 marsyang1: 大推 ",https://www.ptt.cc/bbs/Soft_Job/index1.html,9
9,[閒聊] 恭賀開板,閒聊,2007-06-14 15:23:36,AdHocLZM,60.248.0.211,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181805817.A.CBF.html,"
終於有一個資訊業的版了
真是太好了
--",,https://www.ptt.cc/bbs/Soft_Job/index1.html,10
10,[討論] 促進交流增加人氣的自我介紹 [討論串],討論,2007-06-14 15:29:40,choufeng,125.230.162.104,5,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181806181.A.194.html,"
由於本版開幕 為了要促進交流 增加人氣
因此發起這項活動 希望大家踴躍參加　給
自己做自我介紹喲！　^__^
先由版主開始 >.< --------------------
嗚‵‵‵小弟我其實還是個米蟲，今年剛考上研究所（在等開學）
我一路是唸資管科的，五專還有二技都是唸資管。雖然小弟還沒就
業，可以卻有一些相關的經驗，因為以前在五專時期很愛打工，但
不是去小7的那種唷!! 沒錯，和大家一樣是去打工coding還有接接
案子來做做，因此小弟也有一些在職場工作的經驗，一度還太投入
還被21過喔！（嗚...>.<..各位別學我不務正業呀）
五專和二技時期很喜歡把專題拿去參加比賽，共比過四次賽！
(次次都有拿獎喔～～～ＣＣ）
現在剛考上研所，暑假都在準備一些入學該要會的東西，碩班我是
唸工管所，不過呢搞的也是很資訊相關的東西。
對末來的資訊業和軟體業的期許很高，總是是希望將來就業能夠做點
什麼大事(＠＠純粹是夢想），所以想要更瞭解這個產業.獲得更多前輩
的經驗，這也是開此板的目的。
在職場人脈也是重要的，希望透過自我介紹還有本版，能夠促進大家之間
的交流，互相幫忙喔！！
--
推 ljr:加油:D 06/14 15:31
推 nooin:先弄個進板畫面吧 XD .. 不知道為甚麼現在很熱血 06/14 15:59
推 Fittest:推呀~  > </ 06/15 03:47
推 toga:推 (也是今年剛考上ntut) 06/15 10:50
推 joyfulpizza:版主加油!!  期望本版越來越棒!! 06/15 16:06","
推 ljr:加油:D 
推 nooin:先弄個進板畫面吧 XD .. 不知道為甚麼現在很熱血 
推 Fittest:推呀~  > </ 
推 toga:推 (也是今年剛考上ntut) 
推 joyfulpizza:版主加油!!  期望本版越來越棒!! ",https://www.ptt.cc/bbs/Soft_Job/index1.html,11
11,Re: [請益] 非正統資工出身進大公司資訊相關RD的難度?,請益,2007-06-14 15:36:25,choufeng,125.230.162.104,2,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181806586.A.387.html,"
嗯，我認為這種事情是沒有絕對的喔！
再況且你考取的是前段的國立大學，學歷來說是很夠的了。
至於你末來想做什麼你是沒有提到，但我覺得重要的是在研所
的這段時間你學了些什麼？你會了些什麼？你做了哪些研究領域？
很有可能會影?你未來的路。
因為你說你非本科系的，所以這二年你所學的是很有可能影?你
未來就業的方向。
一切看你自己的造化　你也可以不必選擇走ＭＩＳ或網管。
資訊和軟體業我認為一直是很活的東西，很多事都是可能的。
我也看過很多非本科系（土木有的沒的）的轉來資工或資管，
程式功力一樣嚇嚇叫。
--
推 ljr:我是聽說園區有很多非本科的RD 不清楚大公司真實的情況 06/14 15:45
推 clplayer:我們部門多是數學系的, 甚至還有大氣系畢業的 XD 06/14 21:15","
推 ljr:我是聽說園區有很多非本科的RD 不清楚大公司真實的情況 
推 clplayer:我們部門多是數學系的, 甚至還有大氣系畢業的 XD ",https://www.ptt.cc/bbs/Soft_Job/index1.html,12
12,[閒聊] 恭喜開板,閒聊,2007-06-14 15:41:53,joe7563,140.112.90.117,1,0,2,https://www.ptt.cc/bbs/Soft_Job/M.1181806914.A.44A.html,"
恭喜開板啊
本身是資訊所的學生
希望這個板以後能夠有相當充實的文章
也感謝板主管理這個版
--
推 ushung:呵呵 06/14 20:03","
推 ushung:呵呵 
→ monoceros629: 我們公司rd工程師薪水有50000以上，不過通常要身兼 
→ monoceros629: 數種專長 ",https://www.ptt.cc/bbs/Soft_Job/index1.html,13
13,Re: [討論] 促進交流增加人氣的自我介紹 [討論串],討論,2007-06-14 15:52:19,khwu,59.112.222.102,4,0,1,https://www.ptt.cc/bbs/Soft_Job/M.1181807540.A.0A5.html,"
我也是今年準備開始為期兩年的研究所課程（因為公司只肯給兩年時間），
工作這幾年下來覺得有個碩士的學歷還是比較好，可能是我專業能力並非超
強吧，哈哈。
畢竟被學校教授荼毒個兩年，也許研究功力會大增！？
小弟還算是軟體業的新手，請各位前輩先進多多指教。
--
推 everforwind:我覺得我被荼毒兩年好像沒啥長進 Orz... 06/14 15:55
推 lcyeh:我覺得現在這個年代，碩士算是基本學歷了 06/14 15:55
推 khwu:想當年自己傻不想唸，剛好有個機會就衝了 06/14 16:00
推 lcyeh:我現在也很後悔當年（很久很久了）沒繼續往上唸 06/14 16:03
→ lcyeh:加油！有機會就力爭上游吧！ 06/14 16:03","
推 everforwind:我覺得我被荼毒兩年好像沒啥長進 Orz... 
推 lcyeh:我覺得現在這個年代，碩士算是基本學歷了 
推 khwu:想當年自己傻不想唸，剛好有個機會就衝了 
推 lcyeh:我現在也很後悔當年（很久很久了）沒繼續往上唸 
→ lcyeh:加油！有機會就力爭上游吧！ ",https://www.ptt.cc/bbs/Soft_Job/index1.html,14
14,Re: [討論] 促進交流增加人氣的自我介紹 [討論串],討論,2007-06-14 15:57:35,nooin,211.75.230.126,9,0,12,https://www.ptt.cc/bbs/Soft_Job/M.1181807856.A.CC2.html,"
誠如一個軟體人心中的澎湃的情緒，我何嘗也不想當個音樂家？
回歸正題
年齡：26
學歷：私立後段無名大學資訊管理系畢業
現職：某傳統產業資訊部專案工程師(資訊部目前職員一人) XD
熟悉的領域：
工作大概一年多吧，其實大學的時候很混，上課資料庫的時候都在睡覺
，不然就是打CS打RO然後四年就過了<囧>，不過算幸運的是退伍以後有
找到現在的工作，披著資訊人的皮重新在公司內從一個又一個專案再學
習。目前工作的內容是主導各種資訊專案導入及規劃，目前導入的系統
包含：ERP、B2B、BI..等，目前進行中的專案有PKM、e-learning...等
。大致上就是這樣，我是個一開始聯select ooo from xxx 都稿不懂的
白痴..Orz，希望後學上課不要打混，出來真的很辛苦。 大概就是這樣
吧，其他就留著有機會大家一起討論吧，目前比較想討論的話題大概就
是公司內部網路控管、安全性、權限帳號控管之類的管理問題吧。總之
就是還需要多學習 .. 然後 ...... 科科科科科科科科 (阿宅的共鳴)
--
順便問一下、有沒有什麼上班打發時間的小遊戲阿？XD
--
推 ljr:有小遊戲版 06/14 15:59
→ nooin:我知道阿 可是有些不合適上班偷打..XD 目前有偷玩CGI game 06/14 16:01
→ lcyeh:很好奇耶，想請教，資訊部門只有一人 06/14 16:04
→ lcyeh:那你的學習方式是公司花錢送你去上課？還是自己看書？ 06/14 16:04
推 nooin:方法很多ꌮ.... 1. 自修  2.跟公司要求上課  3.上網問 06/14 16:15
→ nooin:因為人真的太少了..連要上什個課都要自己判斷..XD 06/14 16:16
→ nooin:不過通常導入專案後會需要什麼既能自己會很清楚..因為技窮.. 06/14 16:16
→ nooin:當然申請課程要有經費許可跟提出需求還有對公司的效益...等 06/14 16:17
推 timohu:等等我也用這篇還打個自介好了XD 06/14 16:18
推 lcyeh:nooin，那你公司不錯，我以前（很久以前）在某家出版社擔任 06/14 16:23
→ lcyeh:資訊人員，身為全公司唯一資訊人員，公司還叫我自己花錢去補 06/14 16:23
→ lcyeh:Clipper（當年流行這個），而大部分的工作時間耗費在換報表 06/14 16:24
→ lcyeh:紙、買耗材（自己走路去買）、幫全公司印海報（那年頭， 06/14 16:25
→ lcyeh:很多人連開機都不會），後來我就跳槽了 06/14 16:26
推 nooin:樓上、你說的我都做過..我想小公司的資訊人員都是這樣吧ORz 06/14 16:29
→ nooin:沒辦法、小時候不讀書、現在巴結著做..XD 06/14 16:29
推 lcyeh:呵呵，所以後來我都只應徵大公司啦，資訊人員人數都好幾百 06/14 16:31
→ lcyeh:一些瑣碎事情自有專人打理，我專心當AP維護系統就好囉 06/14 16:31
推 nooin:希望我在這邊龜幾年也有機會轉跑道..現在只能多學了.. 06/14 16:34
推 lcyeh:加油，學到就是你的了^^ 06/14 16:35
推 jhystart:zoo keeper 2 還蠻好玩的... 06/15 03:02","
推 ljr:有小遊戲版 
→ nooin:我知道阿 可是有些不合適上班偷打..XD 目前有偷玩CGI game 
→ lcyeh:很好奇耶，想請教，資訊部門只有一人 
→ lcyeh:那你的學習方式是公司花錢送你去上課？還是自己看書？ 
推 nooin:方法很多ꌮ.... 1. 自修  2.跟公司要求上課  3.上網問 
→ nooin:因為人真的太少了..連要上什個課都要自己判斷..XD 
→ nooin:不過通常導入專案後會需要什麼既能自己會很清楚..因為技窮.. 
→ nooin:當然申請課程要有經費許可跟提出需求還有對公司的效益...等 
推 timohu:等等我也用這篇還打個自介好了XD 
推 lcyeh:nooin，那你公司不錯，我以前（很久以前）在某家出版社擔任 
→ lcyeh:資訊人員，身為全公司唯一資訊人員，公司還叫我自己花錢去補 
→ lcyeh:Clipper（當年流行這個），而大部分的工作時間耗費在換報表 
→ lcyeh:紙、買耗材（自己走路去買）、幫全公司印海報（那年頭， 
→ lcyeh:很多人連開機都不會），後來我就跳槽了 
推 nooin:樓上、你說的我都做過..我想小公司的資訊人員都是這樣吧ORz 
→ nooin:沒辦法、小時候不讀書、現在巴結著做..XD 
推 lcyeh:呵呵，所以後來我都只應徵大公司啦，資訊人員人數都好幾百 
→ lcyeh:一些瑣碎事情自有專人打理，我專心當AP維護系統就好囉 
推 nooin:希望我在這邊龜幾年也有機會轉跑道..現在只能多學了.. 
推 lcyeh:加油，學到就是你的了^^ 
推 jhystart:zoo keeper 2 還蠻好玩的... ",https://www.ptt.cc/bbs/Soft_Job/index1.html,15
15,Re: [討論] 促進交流增加人氣的自我介紹 [討論串],討論,2007-06-14 16:26:31,rainarale,203.67.108.3,2,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181809592.A.951.html,"
前輩們大家好
我是世新資管應屆畢業生 綽號=丁小雨 (因為像= =a)
畢專從去年3月~11月完成，是做合購網站
當初有調查，台灣還沒有類似的網站
最近發現有個滿紅的網站ihergo跟我的畢專很像
很後悔當初沒有參加比賽、架站繼續積極推出 很嘔
不過也燃起我的鬥志，創意不受限於學歷!!!
現在正努力投履歷
應徵項目是程式設計師
希望能盡一己之力，成為台灣這塊軟體沙漠的小雨 XD →被履歷搞瘋了
--
推 supereting:我是你畢業三年的學姐，目前在網通業當軟體工程師～ 06/20 18:39","
推 supereting:我是你畢業三年的學姐，目前在網通業當軟體工程師～ 
推 s106667: 哇世新人耶，hi～我是資傳的，現在在當前端工程師 ",https://www.ptt.cc/bbs/Soft_Job/index1.html,16
16,[閒聊] 恭喜開板,閒聊,2007-06-14 16:28:34,nokiafox,140.116.82.38,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181809715.A.0F6.html,"
  恭喜開板喔~~
  又有一個討論的新園地囉...
--",,https://www.ptt.cc/bbs/Soft_Job/index1.html,17
17,[閒聊] 恭喜開板,閒聊,2007-06-14 16:51:37,gorden00,140.115.204.158,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181811098.A.84D.html,"
                               板主加油!!!
--",,https://www.ptt.cc/bbs/Soft_Job/index1.html,18
18,[閒聊] 恭喜開版,閒聊,2007-06-14 16:57:08,actib23,140.113.91.163,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181811429.A.569.html,"
加油囉~~
希望這個版的文章能愈來愈豐富^^
--",,https://www.ptt.cc/bbs/Soft_Job/index1.html,19
19,[閒聊] 恭喜開版,閒聊,2007-06-14 17:02:22,shih3901,219.84.101.187,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181811743.A.9D2.html,"
恭賀軟體業版開版
我本身也軟體業,以後會多上來逛逛
版主加油
--",,https://www.ptt.cc/bbs/Soft_Job/index1.html,20
20,[閒聊] 恭喜開版,閒聊,2007-06-14 17:08:43,Jonathon,211.75.117.114,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181812124.A.C61.html,"
如題~~~
版主加油~~
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,21
21,[閒聊] 恭喜開板,閒聊,2007-06-14 17:18:36,glob,140.114.86.110,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181812717.A.AB3.html,"
呵呵
剛逛其他版看到這個訊息
就過來灌灌水了
恭喜開版囉
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,22
22,恭喜,,2007-06-14 17:25:46,PoChunHsu,122.126.5.131,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181813147.A.37C.html,"
恭喜你們能夠順利開板囉
順便祝你們可以板運昌隆啦
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,23
23,恭喜開板,,2007-06-14 17:29:38,ilay,210.71.22.30,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181813379.A.849.html,"
一定要恭喜一下的啦
小弟我目前大二
希望各位前輩往後能不吝賜教^^
(開香檳)
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,24
24,[閒聊] 恭喜開版,閒聊,2007-06-14 17:34:57,dreamfire,218.167.199.37,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181813699.A.DFA.html,"
As Title!!!
恭禧開版成功啦！
q(^O^)p
..╮(﹋﹏﹌)╭..
QQ
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,25
25,[閒聊] 恭喜開版啦!,閒聊,2007-06-14 17:36:07,teman,218.166.54.238,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181813770.A.C36.html,"
恭喜版主啦
讓台灣軟體業蓬勃發展啦
希望南港軟體園區的先進們
能多多提供有用的資訊
其他不管是軟體代工還是軟體服務 金融資訊服務的 作ERP CRM的
都可以發表心得勒XD
--
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,26
26,[閒聊] 恭喜開版,閒聊,2007-06-14 17:39:24,aaronliu0719,140.96.116.42,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181813965.A.578.html,"
可以看到許多資訊人聚在這版上
真是有種溫馨的感覺
希望版務蒸蒸日上啊！
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,27
27,[閒聊] RD真正在Coding的時間,閒聊,2007-06-14 17:48:26,aaronliu0719,140.96.116.42,2,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181814507.A.421.html,"
請教各位RD部門的先進
大家coding的比重很大嗎？
以我來說，真的coding的時間似乎只有不到一半
CMMI、SA、長期規劃之類的paper work佔的比重
似乎更勝於coding...
大家在coding方面的佔比會很高嗎？
--
推 xva:都在debug時間比較多吧 06/14 22:48
推 tr6271bf:推1F,但無中生有也是很花時間的(有可利用的code除外) 06/14 23:58","
推 xva:都在debug時間比較多吧 
推 tr6271bf:推1F,但無中生有也是很花時間的(有可利用的code除外) ",https://www.ptt.cc/bbs/Soft_Job/index2.html,28
28,[閒聊] 恭喜開版,閒聊,2007-06-14 17:51:51,revivalworld,60.244.252.15,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181814715.A.9E8.html,"
恭喜軟體工作版開版^^  祝福本版人氣爆掉(?)~
我以後也是要走這行的，先來賀個開版XD
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,29
29,Re: [閒聊] RD真正在Coding的時間,閒聊,2007-06-14 18:41:19,choufeng,125.230.162.104,1,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181817680.A.9F3.html,"
嗯!!
如果是在一個有制度公司裡面，是這樣子的吧!!
一個專案通常都是前面專案準備SA.SD等等部份用的時間
會比較多，才不會前面規劃沒做好，後來在coding時改
來改去浪費時間。
不過當然現在一定還是存在很多猛幹型的公司，可憐的
就是我們的資訊勞工了　>.<
就像我幾個朋友他們也是在業界coding，有的呢就是很辛苦
天天加班，而有幾個是比較安逸的，因為他們公司比較有制度
都規劃的好好的，他說他幾乎上班都在用上面開發好的模組，
不然就是CO來CO去　@@
--
推 tsya:業界吧... 06/14 19:02
筆誤　感謝指正","
推 tsya:業界吧... ",https://www.ptt.cc/bbs/Soft_Job/index2.html,30
30,[閒聊] 恭喜開板,閒聊,2007-06-14 19:02:40,wlsabcd,203.70.105.176,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181818961.A.89B.html,"
離開學校很久，一直混飯吃。
總之，恭喜開板。
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,31
31,恭喜開版!!!,,2007-06-14 19:03:44,birdpay,203.73.98.103,1,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181819025.A.CD0.html,"
      v(￣︶￣)y     恭喜恭喜     ~(￣▽￣*)~
   ○(*￣︶￣*)○   祝版運昌隆  ＊*ˋ( ￣▽￣)ˊ*＊
     ˋ( ￣▽￣)ˊ   人氣藍爆     ︿(￣︶￣)︿
      ╭(′▽`)╯    版友幸福      ( ￣ c￣)y▂ξ
      <('▔□▔)>    篇數破表     (￣□￣|||)a
       (╯-＿-)╯  路人再次恭賀   ╰(-＿-╰)
<(@￣︶￣@)>  ╮(﹋﹏﹌)╭  o(‵▽′)o  ε~(‵~′)~3
╮(▔▽▔')╭  (#￣▽￣#)  ~(￣▽￣*)~  (￣y▽￣)╭
--
推 ksmrt0123:推 06/17 20:30","
推 ksmrt0123:推 ",https://www.ptt.cc/bbs/Soft_Job/index2.html,32
32,[閒聊] 恭喜開版,閒聊,2007-06-14 19:03:45,threee,123.194.144.83,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181819027.A.442.html,"
路過的...
不過還是來幫忙恭喜一下XD
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,33
