,title,article_type,date,author,author_ip,push_amount,boo_amount,arrow_amount,article_url,article,response,index_url,id
33,[薪福] 有人知道聚碩科技福利如何？,薪福,2007-06-14 19:04:45,joyies,210.241.85.27,0,0,1,https://www.ptt.cc/bbs/Soft_Job/M.1181819086.A.933.html,"
大家好，我是即將要去面試的新人
應徵的是人資
想請問福利跟文化如何
需要常加班嗎
謝謝
--
→ parus:工程師會常加班 人資不知道 06/14 21:46","
→ parus:工程師會常加班 人資不知道 ",https://www.ptt.cc/bbs/Soft_Job/index2.html,34
34,[閒聊] 恭喜開版,閒聊,2007-06-14 19:05:24,envia,123.240.138.196,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181819125.A.385.html,"
  恭禧開板
  希望討論的人越來越多增加人氣
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,35
35,[閒聊] 恭喜開板,閒聊,2007-06-14 19:12:17,hn12303158,220.132.136.199,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181819538.A.AC6.html,"
恭喜貴版申請成功~
也希望以後有個優質的討論園地摟~~
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,36
36,[閒聊] 恭喜開板,閒聊,2007-06-14 19:41:42,hsiehwei,140.118.229.63,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181821307.A.98E.html,"
恭喜開板
我是大三升大四資工系學生
未來大概也是從事軟體、程式設計的工作
會常來這裡逛逛的...
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,37
37,[閒聊] 恭賀開版,閒聊,2007-06-14 20:25:23,cutiechiay,218.172.221.12,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181823924.A.BF3.html,"
恭賀開版\(^0^)/
我是今年畢業的社會新鮮人
會常常過來逛逛的
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,38
38,[閒聊] 開版恭喜,閒聊,2007-06-14 20:27:24,eric1125,61.221.67.170,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181824048.A.244.html,"
恭喜恭喜阿
身為資訊軟體人
一定要來簽到一下
以後大家多多交流吧
我只是個小小菜鳥程式設計師...XD
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,39
39,[閒聊]恭喜開版,閒聊,2007-06-14 20:49:33,tolare,203.64.49.5,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181825374.A.6A1.html,"
好友是從事這方面的工作
所以來  恭喜一下囉
希望大家能在這裡  找到合適的解答囉
:)
--",,https://www.ptt.cc/bbs/Soft_Job/index2.html,40
40,[閒聊] 賀文,閒聊,2007-06-14 21:21:02,clplayer,125.232.93.184,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181827263.A.B1E.html,"
因為很少發表文章, 文章數不夠所以無法幫忙連署, 恭賀終於開板啦!
本人投入業界將滿週年, 是個經驗不足的小咖,
請大家幫忙的次數應該會比幫忙別人的次數來得多吧 ^^'
有需要我會盡量幫忙的...
不過要幫忙介紹工作的...自己去104投可能快一點 XD
--",,https://www.ptt.cc/bbs/Soft_Job/index3.html,41
41,[閒聊] 恭禧恭禧,閒聊,2007-06-14 21:28:35,cactuswu,210.64.150.3,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181827717.A.ED9.html,"
不經意在CareerPlan
看到開板消息
特來祝賀一番!!!
在下 甫大學畢業
準備踏入職場
望大家關照關照！XD
--",,https://www.ptt.cc/bbs/Soft_Job/index3.html,42
42,[討論] 本版進站畫面意見徵求,討論,2007-06-14 21:29:39,choufeng,125.230.162.104,6,0,2,https://www.ptt.cc/bbs/Soft_Job/M.1181827780.A.B5C.html,"
Soft_Job 版新創立，尚未有進站畫面，
為了要擁有本版專屬的進站畫面，我將會到
ascii_wanted 版徵求製作本站的進站畫面，
也就是交由專業的人來製作。
所以我想要徵求各位對於本版進站畫面的意見，
只要簡單的構思，請以另發新文的方式。
意見請以點的方式來簡單描述即可，例如：
<對進站畫面的構思>
1.背景為有010101010的字樣（淺綠色的）
2.有一台Acer的筆記型電腦
3.一位帶大眼鏡的阿宅正在瘋狂的coding...
4.旁邊文字寫著：難道這就是資訊人的宿命...XD
5.桌上放了數瓶喝完的蠻牛
6.牆上的鐘顯示著 AM 3:00
    .
    .
到時我會整理起來，請大家投票出幾個覺得不錯的構思，
便依此為需求設置獎勵至ascii_wanted版徵求高手製作。
以上
                                    版主 choufeng
--
推 aimlikenoob:Acer能夠換Apple的嗎.... (來亂的) 06/14 21:31
推 lcyeh:阿宅旁邊可以有美女嗎？呵呵（也是來亂的） 06/14 21:43
推 nooin:我喜歡3.那種感覺...可以搭配一點kururu的感覺更好 06/14 22:10
推 mathrew:版主一定有跟 Acer 收錢..... 科科... 06/14 22:18
→ fishfish0000:那…一個在電腦前的人被'coding'壓死…怎樣！哈 06/15 01:39
推 orphenya:推Kururu 好適合.... 06/15 10:53
→ drlai:._./ 版大～為甚麼要Acer? 06/15 12:34
推 choufeng:都說了是範例[email protected]@ 06/15 12:47","
推 aimlikenoob:Acer能夠換Apple的嗎.... (來亂的) 
推 lcyeh:阿宅旁邊可以有美女嗎？呵呵（也是來亂的） 
推 nooin:我喜歡3.那種感覺...可以搭配一點kururu的感覺更好 
推 mathrew:版主一定有跟 Acer 收錢..... 科科... 
→ fishfish0000:那…一個在電腦前的人被""coding""壓死…怎樣！哈 
推 orphenya:推Kururu 好適合.... 
→ drlai:._./ 版大～為甚麼要Acer? 
推 choufeng:都說了是範例[email protected]@ ",https://www.ptt.cc/bbs/Soft_Job/index3.html,43
43,恭喜開版囉!,,2007-06-14 21:46:24,jeijei,61.224.232.148,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181828788.A.E4F.html,"
恭喜開版囉!
祝版水多多!!!
--
Winters:我們是傘兵,被包圍是意料中事!
                                      摘錄自<Band of Brothers>
--",,https://www.ptt.cc/bbs/Soft_Job/index3.html,44
44,[閒聊] 恭喜開版,閒聊,2007-06-14 21:56:03,resamond,125.229.240.42,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181829368.A.014.html,"
看到開版真覺得高興
小妹我就是個肉腳的MIS啦
菜鳥一隻
初入職場不到一年
每次看Tech_job都覺得那好像不是我的世界一樣
很多東西都沒聽過是我太混了嗎>'<
--
好的資訊人員，不一定要什麼都會、什麼都懂
但要能在最短的時間內找出在經濟與效率之間的平衡點解答。
說的容易，要做到真難呀>'<
--",,https://www.ptt.cc/bbs/Soft_Job/index3.html,45
45,[請益] 請問晶睿科技,請益,2007-06-14 21:57:54,julamei,163.13.246.158,1,0,2,https://www.ptt.cc/bbs/Soft_Job/M.1181829475.A.D1B.html,"
※ [本文轉錄自 Tech_Job 看板]
  請問一下晶睿科技的工作環境如何呢?    (不是晶睿通訊喔)
　主管好相處嗎？
  新鮮人的底薪大概是多少呀?
  我應徵的是.net軟體工程師
　能請有在那邊工作的前輩說說看嗎
--
--
推 clplayer:去年第一個面試就這家...不過從頭到尾都不明白這家到底在 06/14 23:14
→ clplayer:幹嘛...裡面氣氛感覺應該算不錯,人都很和善... 06/14 23:14","
推 clplayer:去年第一個面試就這家...不過從頭到尾都不明白這家到底在 
→ clplayer:幹嘛...裡面氣氛感覺應該算不錯,人都很和善... 
→ previa: 環境soso ",https://www.ptt.cc/bbs/Soft_Job/index3.html,46
46,[閒聊] 恭禧開板,閒聊,2007-06-14 22:00:28,kizoi,211.74.116.156,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181829629.A.B23.html,"
希望大家多在上面討論
板主加油喔 ^^
--",,https://www.ptt.cc/bbs/Soft_Job/index3.html,47
47,[請益] 恭喜開版&問題,請益,2007-06-14 22:03:11,youkou,59.105.53.46,1,0,1,https://www.ptt.cc/bbs/Soft_Job/M.1181829794.A.E05.html,"
首先先恭喜開版!!
請問，數位設計產業可以在這裡討論嗎?
例如電腦動畫或者廣告公司之類的
謝謝
--
    1 ˇHate         心情 ◎幹！ 這裡是恨板 不是戰板          爆!moboo/lovegygy
    2   Bears        CPBL ◎天氣炎炎 砲火熊熊                 爆!gingling/Yenfu
    3 ˇWOW          線上 ●魔獸世界                          爆!memphes/Mounta
    4 ˇElephants    CPBL ◎天天看大象 我有健康的心臟         爆!okcool/Jkid/ev 
--
→ youkou:阿 修掉推文抱歉@@ 06/14 22:04
推 choufeng:可以喔!歡迎^^ 06/14 22:05","
→ youkou:阿 修掉推文抱歉@@ 
推 choufeng:可以喔!歡迎^^ ",https://www.ptt.cc/bbs/Soft_Job/index3.html,48
48,狂賀開版唷～,,2007-06-14 22:19:02,eviliori,61.230.54.177,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181830743.A.415.html,"
   恭喜開版啦，預祝版務蒸蒸日上～
   本身也是資訊人，希望大家可以好好交流一下 >_^b
--",,https://www.ptt.cc/bbs/Soft_Job/index3.html,49
49,[閒聊+問題] 關於數位產業,閒聊+問題,2007-06-14 22:19:19,youkou,59.105.53.46,0,0,5,https://www.ptt.cc/bbs/Soft_Job/M.1181830764.A.5FD.html,"
最近幾年政府有推出許多進修補助活動，小弟想請教一下各位先進，
小弟對於Flash、Maya、Photoshop、AfterEffect、Premiere等等軟體略有涉略，
已經有勉強做出幾個完整的動畫，少至1分多鐘多至5分鐘左右，
目前即將大四畢業，準備轉職成大頭兵，去年運氣好考過日檢三級XD，
不過目前在準備考1級或者2級。
想找數位資訊產業就業，而且是日商公司方面的相關工作，
請問這樣的能力能找哪方面的公司就職呢?
額外問題，請問數位資訊相關產業，有在台的日商公司嗎?
問題有點多，希望先進不吝指教。
--
    1 ˇHate         心情 ◎幹！ 這裡是恨板 不是戰板          爆!moboo/lovegygy
    2   Bears        CPBL ◎天氣炎炎 砲火熊熊                 爆!gingling/Yenfu
    3 ˇWOW          線上 ●魔獸世界                          爆!memphes/Mounta
    4 ˇElephants    CPBL ◎天天看大象 我有健康的心臟         爆!okcool/Jkid/ev 
--
→ sweetboy:軟體的使用能力不是重點，作品的成熟度比較重要 06/14 22:55
→ sweetboy:另外就是業界還是比較偏好有實際專案經驗的，如果是個人 06/14 22:58
→ sweetboy:興趣所做出來的東西，除非成熟度夠高，不然還是不太容易 06/14 22:59
→ sweetboy:獲得工作機會 06/14 23:00
→ youkou:謝謝 06/15 06:34","
→ sweetboy:軟體的使用能力不是重點，作品的成熟度比較重要 
→ sweetboy:另外就是業界還是比較偏好有實際專案經驗的，如果是個人 
→ sweetboy:興趣所做出來的東西，除非成熟度夠高，不然還是不太容易 
→ sweetboy:獲得工作機會 
→ youkou:謝謝 ",https://www.ptt.cc/bbs/Soft_Job/index3.html,50
50,[閒聊] 恭賀開板，自我簡介,閒聊,2007-06-14 22:23:31,HolyBugTw,60.237.84.122,4,0,1,https://www.ptt.cc/bbs/Soft_Job/M.1181831012.A.32D.html,"
        有一個Software Engineer的園地，真的是很感動，希望這邊可以
        慢慢地淘汰許多人拋頭顱灑熱血爆肝卻又換不到錢的窘況。
        我個人的資歷大概是這樣：
                某研究機構資訊所任職三年左右。
                回籠考研究所考上，等唸書前在某字型分公司接標案兩個月。
                南部念了兩年掛上碩士光環就回台北找工作。
                由於之前工作都是MIS，Web AP，Database，所以進了某網站公司。
                三個月後實在是被腹黑到體無完膚，只好辭職。
                現在到了某日商在台的研究所上班，大概半年了，以C為主。
        看了Techjob版不少對PM開火的文章，自己也有些經驗...
        其實我覺得Software是台灣的另一條出路，因為他不需要原料，
        只需要人力和能力，這樣就能夠有產品的誕生，對於幾乎無資源可言的
        台灣來說，或許服務業和加工產業才能匹敵。
        但是軟體產業在台灣很不受重視，往往軟體必須搭配硬體才有銷路。
        更不用說簽維護合約等等，無形的東西很難爭取到一席之地。
        RD是這個產業的根，沒有RD就沒有產品，也等同沒有原料。
        公司挑好RD算是挑好原料，公司栽培RD算是研磨原料，但是往往過份的要求
        與壓力未必能誕生鑽石，而是夭折了很多原本雄心壯志的好漢。
        老闆直接苛求員工的現象越來越少了，而PM當打手的現象似乎增多了。
        PM要求的是時程，品質，但是往往忽略了人性。
        過去老闆所要求的，轉為要求PM，而PM就往下轉嫁。
        似乎努力的苛求RD，時間越長就越能夠有進度，RD有榨不完的體力。
        賣雞排的賣雞排，轉公司的轉公司，轉來轉去大多還是一堆怨言。
        不過有些Soho族卻過的不錯，漸漸的讓人不清楚公司這個組織的好處。
        也許是不用自己尋覓工作機會吧。
        加班文化不知道是否只存在於台灣，但是面試的公司幾乎都先說加班
        並非必要，然而為了交貨就必然會加班。
        和同事聊天，很多人都寄望未來，從RD能夠變成PM，能遠離Coding的一天。
        但是大多都撐不下去，尋找未知的未來，然後還是原地打轉。
        我難得遇上一個好PM，他在工作量過大時會自己下來Coding，會告訴
        員工要努力工作但不要賣命工作，時間不早了會要RD回去休息，但往往
        看到的是他獨自寫文件，整理資料的背影。
        值得信任的PM，在我對規格有問題的時候，他會有解答。
        值得倚賴的PM，在我需要對合作夥伴提問時，他會是窗口。
        彼此尊重，不為了加班而加班，願意共體時艱一起奮鬥。
        原因是大家都知道對方很累，都看的見付出心血的成果。
        但是現在新的PM，他在RD們氣力放盡時，繼續要求更多的文件。
        他要我們共體時艱儘可能的加班，每天要開會檢視進度。
        工作做完的人就要去幫助別人分攤，直到案子結束為止。
        當他去開會的時候，要RD們等他回來才可以下班，即使我們累了，
        我們也只能望著時鐘，不知道什麼時候才能夠收起行囊。
        讓人失望的PM，在我對規格有問題的時候，他會說不知道。
        讓人放棄的PM，在我需要對合作夥伴提問時，他會要RD自己去，再回報。
        RD作出的文件比PM多，PM的文件都不曾讓RD知道自己手上有多少資源。
        為了討好上層，他會努力苛求RD。為了討好夥伴，他會全力攬回工作。
        作不完，想離職，有冤無處伸，有苦無處訴，一堆不能實現的承諾。
        天下不是沒有好PM，但是好PM為什麼這麼難尋？
        因為壞PM讓RD們一個個不想繼續往上成長，也沒有出頭的機會。
        天下有的是好RD，但是壞RD為什麼這麼好尋？
        因為壞RD讓PM們一個個滿心歡喜，打好關係比做多少事更重要。
        還在求學的學生們，或許多修個厚黑學比修個Coding技巧實際。
        已經在社會的RD們，如果你也很茫然，我們抱著一起哭吧。
        抱歉寫的有夠長，感謝您能忍受看到結束。
        要批請溫柔的鞭策...囧rz...
--
推 choufeng:側g的很中肯 道出軟體業的一個普遍現象 06/14 22:34
→ aimlikenoob:能夠嘴砲搞定user,往往真的連coding都省了.. 06/14 22:36
推 choufeng:推樓上！所以PM和user討的技巧也要很好!不能老是自己搞出 06/14 22:44
推 choufeng:爛攤字，結果要coding的人幫PM擦屁股 06/14 22:45
推 ksmrt0123:推 06/17 15:21","
推 choufeng:側g的很中肯 道出軟體業的一個普遍現象 
→ aimlikenoob:能夠嘴砲搞定user,往往真的連coding都省了.. 
推 choufeng:推樓上！所以PM和user討的技巧也要很好!不能老是自己搞出 
推 choufeng:爛攤字，結果要coding的人幫PM擦屁股 
推 ksmrt0123:推 ",https://www.ptt.cc/bbs/Soft_Job/index3.html,51
51,Re: [討論] 促進交流增加人氣的自我介紹 [討論串],討論,2007-06-14 22:35:03,GregHowe,218.175.220.23,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181831706.A.A03.html,"
  終於有個軟體人的科技版了....先恭喜一下
  小弟我今年27, 未婚
  普大資訊工程系畢業
  目前任職某南部傳統產業的研發中心軟體工程師
  主要工作內容為類比電視數位電視整合到運動器材上(跑步機,腳踏車)
  工作平台以Linux為主 ,擅長語言為C, C++則尚可
  做的是Embedded System, 做RS232的控制(AC servo之類的)
  除了電視功能外可能還會追加MP3播放, 上網等等, 整合入機台
  喜歡的圖形介面大概就是GTK+了吧 (因為它免費)
  從bootloader, kernel, init script, application
  小弟我全包了....其實這些並不難
  我已經把它們整合到USB或CF card, 板子只要可以支援就可以開機
  下班都會到公司的健身房報到, 坐辦公桌一整天, 總該動一動吧
  喜歡聽metal, rock, blues, 自己也喜歡彈, 所以晚上就是我練習的時間
  一些演奏曲也蠻喜歡的, 最近就挑了Kiko Loureiro的No Gravity來練
  其實寫軟體跟學音樂是一樣的
  含有一些制式的規定
  但如果你能掌握並能靈活運用, 我想那是很有趣而且很有成就感的一件事
  在此和大家互相勉勵
--",,https://www.ptt.cc/bbs/Soft_Job/index3.html,52
52,Re: [討論] 促進交流增加人氣的自我介紹 [討論串],討論,2007-06-14 22:40:16,choufeng,125.230.162.104,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181832017.A.38B.html,"
    推！資訊軟體人不能總是窩在電腦前面！久了會出問題的。
　　而且就算我們現在再怎麼苦，也不能苦的沒有價值，不能到老了說不能做
　　就不能做了！
　　總得要有規律的運動，保持身體的健康和體力！
　　才不會白白把自己的健康全都犧牲掉。
--",,https://www.ptt.cc/bbs/Soft_Job/index3.html,53
53,[閒聊] 恭喜開版,閒聊,2007-06-14 22:40:12,Harifucks,61.31.138.214,1,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181832138.A.38D.html,"
恭喜啦，我當初也有連署喔
--
台灣溫泉討論區～www.bearpipi.com.tw
--
推 choufeng:呵！感恩啦！ 06/14 22:44","
推 choufeng:呵！感恩啦！ ",https://www.ptt.cc/bbs/Soft_Job/index3.html,54
54,[閒聊] 恭喜開版,閒聊,2007-06-14 23:01:24,hihic,219.68.98.28,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181833287.A.683.html,"
恭喜～～恭喜～～
多個地方可以討論了
小弟是即將上班的新鮮人
真是既期待..又怕晚下班阿 XD
--",,https://www.ptt.cc/bbs/Soft_Job/index3.html,55
55,[閒聊] 恭喜開版,閒聊,2007-06-14 23:07:16,XrGodz,218.160.185.123,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181833637.A.F63.html,"
恭喜開版  版運興隆
小弟我只有參與第一次的連署XD'
第二次不知道跑哪去了...Orz
總之...
恭喜啦~~
--",,https://www.ptt.cc/bbs/Soft_Job/index3.html,56
56,Re: [閒聊] 恭喜開版,閒聊,2007-06-14 23:30:15,simata,59.115.226.98,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181835016.A.17E.html,"
        感動ing~ 每天下班沒事就看看tech_job..
        發現這個新開的版..恭喜啦..^_^
        我也是職場新鮮人...
        最近是怕太早下班紿資深同事感覺怪怪.. >_<
        (因為他們都很晚下班pm9:00後...)
--",,https://www.ptt.cc/bbs/Soft_Job/index3.html,57
57,[閒聊] 賀!!!,閒聊,2007-06-14 23:36:13,Markeys,125.230.146.216,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181835378.A.025.html,"
恭喜開板～！！！
盼呀盼的終於盼到有這個板可以討論
我目前是半工半讀的遊子
是ＶＢ的初學者
然後接下來還會學到Ｃ語言
請各位先進多多指教　m(_ _)m
--
                           ╔╗
  ╔╦╮╮╭══╮╔╗╭╮╠╣  ╮╭╦═╮╔╗  ╮╭╦═╮
   ╠╣║║╭╦═╣╠╬╯  ╠╬╦╯╠╬═╝╠╣  ║╰╩═╮
 ╚╝╰╰╰╩═╰╚╝    ╚╝╰═╰╩═╯╰╩═╣╰══╯
                                           ╰══╯
--",,https://www.ptt.cc/bbs/Soft_Job/index3.html,58
58,Re: [閒聊] 恭喜開版,閒聊,2007-06-14 23:37:01,abadbman,218.175.226.173,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181835422.A.8CF.html,"
要放鞭炮啦....
這是一個資訊人交換工作情報的好地方^^
--",,https://www.ptt.cc/bbs/Soft_Job/index3.html,59
59,[閒聊] User Side & Vendor Side,閒聊,2007-06-14 23:43:46,ritchieHsu,218.169.113.45,1,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181835827.A.3CF.html,"
 一般而言 一個朝企業資訊應用的資訊人
 不外乎 在合約書上的甲乙方遊走
 註；
 甲方；諸如 銀行 電信 製造業 科技業裡的 IT/MIS/MES/CIM 等等 系統整合開發人員
 乙方；軟體業 資服業 系統整合業 外商大型顧問業等等
 小弟在這個兩個領域都稍有一點點小經驗
 不過我有一個很大的疑惑就是
 通常在Vendor Side要學的技術技術往往比User Side還要多還要紮實
 平均起來好像比較操一點，感覺上User Side 平均來說 比較容易準時上下吧
 而大環境而言 User Side 平均的$回報卻比較高
 不知道各位先進是否也有這樣的感覺 ?
 但不可否認的 Vendor Side員工的跳槽籌碼是比較高一點
 我在想很多資深的先進們 是否年輕的時候在Vendor Side磨個三五年
 在找個好大樹談個好價碼到User Side去
--
推 kithe:User Side薪水會比較高? 應該是相反吧 06/15 00:43","
推 kithe:User Side薪水會比較高? 應該是相反吧 ",https://www.ptt.cc/bbs/Soft_Job/index3.html,60
60,[閒聊] 恭喜開版,閒聊,2007-06-14 23:45:44,mike0226,59.121.5.72,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181835946.A.012.html,"
        恭喜開版喔！
        我也是身為資管的一員
        目前也和版主一樣是碩班新鮮人
        正等待研究所的開課
        不過我仍繼續是讀資管所 :D
        能夠多了這個版來討論相關的工作
        相信一定能有很多的幫助
--
        人因為有愛而快樂 因為有夢而偉大
        把握現在 就是最好的未來
--",,https://www.ptt.cc/bbs/Soft_Job/index4.html,61
61,[閒聊] 恭喜開版,閒聊,2007-06-14 23:49:52,jackiey,61.230.21.146,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181836194.A.13A.html,"
2次都有連署到
太棒啦
為苦悶的軟體資訊人開一個傾吐的大門!!!!!!!!!!!!!!!!
大家可以先說說自己的客戶是哪方面?
--
【★Sijhih  北縣 ◎汐止板】
--",,https://www.ptt.cc/bbs/Soft_Job/index4.html,62
62,恭禧開板！！！,,2007-06-14 23:51:28,wisand,220.142.104.1,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181836289.A.07D.html,"
好棒！有專版可以討論軟體性的工作了
真好真好！
我是資管的哦！現在也正在從事軟體相關工作
希望在這邊和大家多多交流。。。。
^___________________^
--",,https://www.ptt.cc/bbs/Soft_Job/index4.html,63
63,"[閒聊] 我也插花一下,恭賀開板",閒聊,2007-06-14 23:55:59,tr6271bf,125.229.4.224,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181836560.A.1E5.html,"
距上次看到連署已有快2週以上,現開版了,恭賀相關同道中人,希望此版能給需要的人更精確的資訊!
--",,https://www.ptt.cc/bbs/Soft_Job/index4.html,64
64,[閒聊] 協力廠商駐點人員,閒聊,2007-06-14 23:56:13,ritchieHsu,218.169.113.45,2,0,1,https://www.ptt.cc/bbs/Soft_Job/M.1181836574.A.F1E.html,"
 我很好奇 很多Use Side大公司 諸如 銀行 電信 公家 科技 製造業等等
 會把專案外包給資服公司
 有些是By Case，有些是By人月
 外面的行情來說 一個人月約12-15萬
 有的有得更是長期駐點一兩年 甚至更久都有
 外包人頭人月的Cost往往比養一個IT(平均5萬好了) 高很多
 為何公司會肯花這個錢 ?
 我的觀念是
 把這些錢和工作都壓給員工不是很好嗎
 事情自己做 錢自己(員工)賺，兩全其美
 雖然有人會說 只想養短期的，不過我看有的專案一簽兩三年以上的
 這道不如高薪聘請相對水準可以高很多的正式員工
 在站在Vendor Side駐點員工的角度來看好了，你一個月幫公司貢獻
 15萬的營收，你實收薪水可能5萬左右，賺錢的還是公司和老闆
 我在想先進和高人們是否都是登記公司 自己承接這些專案
 所以價值還是在Business(如何攬到專案) ?
--
推 aaronliu0719:假設養一個人是100/年  實際成本約300~400/年 06/15 08:46
→ aaronliu0719:除了紅利、福利之外 相應人員增加的總管費用也要算 06/15 08:46
推 aaronliu0719:例如隨著人員增加而必須擴編的HR、會計部門.... 06/15 08:51","
推 aaronliu0719:假設養一個人是100/年  實際成本約/年 
→ aaronliu0719:除了紅利、福利之外 相應人員增加的總管費用也要算 
推 aaronliu0719:例如隨著人員增加而必須擴編的HR、會計部門.... ",https://www.ptt.cc/bbs/Soft_Job/index4.html,65
65,Re: [閒聊] 協力廠商駐點人員,閒聊,2007-06-15 00:02:41,Zilch,220.135.85.142,0,0,2,https://www.ptt.cc/bbs/Soft_Job/M.1181836962.A.73D.html,"
        也許是因為公司養員工還有一些費用你沒有算到？
        例如各項福利
        甚至連辦公室設備可能都有算上？
        不過的確我也不知道為甚麼需要到 12-15 萬人/月
        不知道有沒有人算過可以解惑一下;p
        而且雖然報價這樣報
        但實際上專案到時成交的價格要打幾折
        其實還是很難說的啊…
--
→ nobody1:沈沒成本呦~~ 而且定義也不太一樣~~ 拍洗  路過~~ 06/15 10:07
→ Zilch:嗯啊，那還是拿掉好了 06/15 21:46","
→ nobody1:沈沒成本呦~~ 而且定義也不太一樣~~ 拍洗  路過~~ 
→ Zilch:嗯啊，那還是拿掉好了 ",https://www.ptt.cc/bbs/Soft_Job/index4.html,66
66,Re: [閒聊] 恭喜開版,閒聊,2007-06-15 00:26:04,SPZ,122.124.16.26,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181838367.A.A2F.html,"
我來恭賀一下，小弟剛出社會
目前也是從事軟體RD的工作
看到前輩們超強的能力總覺得自己非常不足
希望能在這職位與產業站穩腳步
在工作中得到成就感與樂趣
很高興認識大家囉!
--",,https://www.ptt.cc/bbs/Soft_Job/index4.html,67
67,Re: [閒聊] 協力廠商駐點人員,閒聊,2007-06-15 00:31:42,johe5678,220.133.71.120,1,0,3,https://www.ptt.cc/bbs/Soft_Job/M.1181838703.A.84F.html,"
 專案有主要含軟硬體大部份都較高價,
 會用人/月,都是請資訊公司公告找人外派,ꐊ 一個人/月12~15萬真的還假的??
 兩年前我去神通面試才開2萬5(外派中華電信機房),
 其他資訊公司外派到公司或銀行2萬8~3萬2之間.
--
→ kithe:大公司的價碼,不行就換人,划得來吧 06/15 00:45
推 chihyi1980:是真的..至少我們公司丟台積大概也是收這個錢..XD 06/15 02:36
→ Zilch:一個人/月12~15萬是乙方開價，你實拿的薪水2萬8~3萬2啊 06/15 21:23
→ Zilch:兩個數字不是同樣意義啊 06/15 21:23","
→ kithe:大公司的價碼,不行就換人,划得來吧 
推 chihyi1980:是真的..至少我們公司丟台積大概也是收這個錢..XD 
→ Zilch:一個人/月12~15萬是乙方開價，你實拿的薪水啊 
→ Zilch:兩個數字不是同樣意義啊 ",https://www.ptt.cc/bbs/Soft_Job/index4.html,68
68,[閒聊] 恭喜開版,閒聊,2007-06-15 00:48:49,IyuanChen,219.84.150.220,0,0,0,https://www.ptt.cc/bbs/Soft_Job/M.1181839730.A.DCE.html,"
終於有一個屬於我們資訊人的版!!
希望各位在這一行能找到屬於自己的路!!!
--",,https://www.ptt.cc/bbs/Soft_Job/index4.html,69
69,Re: [閒聊] User Side & Vendor Side,閒聊,2007-06-15 00:53:01,OlympiaL,220.135.21.211,0,0,1,https://www.ptt.cc/bbs/Soft_Job/M.1181839982.A.150.html,"
        倒不見得哦, Vendor也是要看分工, 一般來說user side工程師都要on call
        vendor side同樣的工作有些人需要standby, 有些不用...
        如account ce, account se
        姑且不論$$, vendor side學習的機會多, 能力好, $$自然就多了
        現在vendor side也不見得會找剛畢業的, 想進vendor應該要去SI或是user side
        先操練個2,3年
--
→ lcyeh:請教，account ce, account se, SI是什麼？ 06/15 06:32","
→ lcyeh:請教，account ce, account se, SI是什麼？ ",https://www.ptt.cc/bbs/Soft_Job/index4.html,70
